colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
Fig Pop,#b55241,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,clinique,,2017-12-23 17:09:11.983,USD,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",776,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,Cheek Pop&trade;,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/776.json,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,blush,,[],2017-12-23 23:43:25.003,https://www.clinique.com,160.0124995117569
Lush Nectarine (Demi-Matte Apricot) ,#c14c38,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/437/original/data?1514063324,pure anada,powder,2016-10-01 18:34:42.997,,"Pure Anada is pleased to bring you a lovely selection of convenient pressed mineral colors!    You’ll love the silky texture and longevity of these highly wearable cheek colors.Mineral pigments and organic Jojoba are pressed together to create a natural makeup product. You can have confidence that you are making a beautiful, healthy choice!Pure Anada pressed colors are designed to be inserted into customizable magnetic compacts like the Pure Ananda Reusable Magnetic Compact. Design your own palette!  Shades:Ingredients: Mica (CI 77019), Iron Oxides (CI 77492, CI 77499) Calcium Carbonate, Caprylic Triglyceride *Simmondsia Chinensis (Jojoba seed oil) Ultramarines (CI 77007), Titanium Dioxide (CI 77891) * Certified Organic IngredientVegan, Gluten Free, Non-GMO, Dairy Free, Peanut Free, Natural",437,"https://d3t32hsnjxo7q6.cloudfront.net/i/43071cd57ecffc55c1e0bff29278c3a7_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Pressed Mineral Cheek Colour Pan,12.0,,http://makeup-api.herokuapp.com/api/v1/products/437.json,https://well.ca/products/pure-anada-pressed-mineral-cheek_83224.html,blush,4.4,"[Canadian, Non-GMO, Gluten Free, Vegan, Natural]",2017-12-23 21:08:44.981,https://well.ca,163.12265323982442
Black Honey Pop ,#aa514a,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,clinique,,2017-12-23 17:09:11.983,USD,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",776,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,Cheek Pop&trade;,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/776.json,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,blush,,[],2017-12-23 23:43:25.003,https://www.clinique.com,163.59400967028103
Day Lily (Demi-Matte Burgundy) ,#b9484a,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/437/original/data?1514063324,pure anada,powder,2016-10-01 18:34:42.997,,"Pure Anada is pleased to bring you a lovely selection of convenient pressed mineral colors!    You’ll love the silky texture and longevity of these highly wearable cheek colors.Mineral pigments and organic Jojoba are pressed together to create a natural makeup product. You can have confidence that you are making a beautiful, healthy choice!Pure Anada pressed colors are designed to be inserted into customizable magnetic compacts like the Pure Ananda Reusable Magnetic Compact. Design your own palette!  Shades:Ingredients: Mica (CI 77019), Iron Oxides (CI 77492, CI 77499) Calcium Carbonate, Caprylic Triglyceride *Simmondsia Chinensis (Jojoba seed oil) Ultramarines (CI 77007), Titanium Dioxide (CI 77891) * Certified Organic IngredientVegan, Gluten Free, Non-GMO, Dairy Free, Peanut Free, Natural",437,"https://d3t32hsnjxo7q6.cloudfront.net/i/43071cd57ecffc55c1e0bff29278c3a7_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Pressed Mineral Cheek Colour Pan,12.0,,http://makeup-api.herokuapp.com/api/v1/products/437.json,https://well.ca/products/pure-anada-pressed-mineral-cheek_83224.html,blush,4.4,"[Canadian, Non-GMO, Gluten Free, Vegan, Natural]",2017-12-23 21:08:44.981,https://well.ca,164.05182108102306
Berry Blush (Cool Tones) ,#A25156,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/440/original/data?1514063325,pure anada,powder,2016-10-01 18:34:47.620,,"Pure Anada Loose Mineral Velvet Matte Blush gives your cheeks a soft sweep of subtle color. Comes packaged in a 3 g sifter jar. Shade Range: Ingredients: Mica, Calcium Carbonate, Iron Oxides, Ultramarines, May contain: Titanium Dioxide",440,"https://d3t32hsnjxo7q6.cloudfront.net/i/47169d3a86232fa7eec3a0c43ed1ad06_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Loose Mineral Velvet Matte Blush ,12.0,,http://makeup-api.herokuapp.com/api/v1/products/440.json,https://well.ca/products/pure-anada-loose-mineral-velvet_83216.html,blush,4.5,"[Canadian, Natural]",2017-12-23 21:08:45.234,https://well.ca,165.22409025320732
Two To Tango,#A45340,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/923/original/open-uri20171224-4-13zuxu4?1514082646,nyx,,2017-12-24 02:28:46.474,USD,"Create natural-looking contours, sun-kissed cheeks and a gorgeous, lit-from-within glow with our new Cheek Contour Duos. Available in six silky shade combinations, each luxurious compact makes it easy to perfect your complexion on the go.",923,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb9e0511a/ProductImages/2016/Face/Cheek_Contour_Duo_Palette/800897012007_cheekcontourduopalette_doubledate_main.jpg?sw=390&sh=390&sm=fit,Cheek Contour Duo Palette,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/923.json,https://www.nyxcosmetics.com/cheek-contour-duo-palette/NYX_309.html?cgid=blush,blush,,[],2017-12-24 02:30:46.419,https://www.nyxcosmetics.com,168.08033793397726
Twig Blush (Neutral Tones) ,#9B593E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/440/original/data?1514063325,pure anada,powder,2016-10-01 18:34:47.620,,"Pure Anada Loose Mineral Velvet Matte Blush gives your cheeks a soft sweep of subtle color. Comes packaged in a 3 g sifter jar. Shade Range: Ingredients: Mica, Calcium Carbonate, Iron Oxides, Ultramarines, May contain: Titanium Dioxide",440,"https://d3t32hsnjxo7q6.cloudfront.net/i/47169d3a86232fa7eec3a0c43ed1ad06_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Loose Mineral Velvet Matte Blush ,12.0,,http://makeup-api.herokuapp.com/api/v1/products/440.json,https://well.ca/products/pure-anada-loose-mineral-velvet_83216.html,blush,4.5,"[Canadian, Natural]",2017-12-23 21:08:45.234,https://well.ca,169.26310879810757
Peace,#ad444a,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/654/original/open-uri20171223-4-zp7vbi?1514063283,iman,powder,2016-10-03 14:05:36.814,,"0.11oz (3g) Silky powder blush that provides true color with a natural looking, long-lasting finish. Made in China. ",654,http://imancosmetics.com/resources/uploads/product_colors/786cee296437aad03a74bba37a11f2a2.jpg,Luxury Blushing Powder Posh,,,http://makeup-api.herokuapp.com/api/v1/products/654.json,http://imancosmetics.com/shop/products/face/blush/posh,blush,,[],2017-12-23 21:08:03.598,http://imancosmetics.com/,172.8843544106869
color 4,#99504D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/454/original/data?1514062281,e.l.f.,powder,2016-10-01 18:35:11.086,,"This beautiful blush palette holds 4 gorgeous shades to mix and match 
throughout the year for a custom blended color. Great for contouring, 
shading, sculpting, and highlighting, these silky smooth blushes create a
 beautiful pigmented glow. With a mixture of complimentary matte and 
shimmer finishes, you can achieve a professional look every time.Ingredients: Mica, Talc, Ethylhexyl Palmitate, Silica, Nylon-12, PTFE, Zince Stearate, Dimethicone, Tocopheryl Acetate (Ve).
MAY CONTAIN: Titanium Dioxide (CI 77891), Iron OXides (CI 77491, 
CI 77492, CI 77499), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Red
 6 Lake (CI 15850), Red 28 Lake (CI 45410). ",454,"https://d3t32hsnjxo7q6.cloudfront.net/i/73da123512d4ca1f2aebf5149e065d86_ra,w158,h184_pa,w158,h184.jpg",e.l.f. Studio Blush Palette Dark,9.99,,http://makeup-api.herokuapp.com/api/v1/products/454.json,https://well.ca/products/elf-studio-blush-palette-dark_99359.html,blush,,[Vegan],2017-12-23 20:51:21.171,https://well.ca,173.08957218735046
Crimson,#EA3034,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,179.50487458562233
Crimson,#EA3034,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,179.50487458562233
BO2 - Coral ,#bf3938,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/416/original/data?1514063320,,cream,2016-10-01 18:34:19.742,,"A little goes a long way with this richly pigmented multi-use balm that can be used on cheeks and lips for a fresh, happy glow. Start with one dab of DaLish Lip Cheek Balm on the apples of cheeks and use your fingers to massage in colour where you want it. Pearl-like pigments means the pretty tint won’t fall flat on lips. Directions: Apply directly on to lips for balm use and dab directly onto cheeks for blush use. Blend woth your fingers till you reach your desired look. Shade Range:  BO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones.
                            
                          
                            
                                                                                                    
                                                                 BO2 - Coral – that has a real punch to it. Perfect for all skin tones.
                            
                          
                            
                                                                                                    
                                                                 BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones.
                            
                          
                            
                                                                                                    
                                                                 BO4 - Bronzer – Perfect for all colour tones and ideal for contouring.
                            
                          
                            
                                                                                                    
                                                                 BO5 - Deep Plum – Perfect for all skin tones. - See more at: //www.dalishcosmetics.com/product/lipcheek-balms-75-natural#sthash.9DGfyyKW.dpufBO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones.BO2 - Coral – that has a real punch to it. Perfect for all skin tones.BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones.BO4 - Bronzer – Perfect for all colour tones and ideal for contouring.BO5 - Deep Plum – Perfect for all skin tones.Ingredients: Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglycerides, Copernicia Cerifera (Carnauba) Wax, Cetyl Alcohol, Hydrogenated Castor oil, Cetyl Palmitate, Beeswax, Sorbitan Palmitate, Sorbitan Olivate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus officinalis (Rosemary) Leaf Extract, Benzyl Alcohol, Benzoic Acid, Dehydroacetic Acid, Sorbic Acid, Tocopherol, Vanillin, May contain (+/-), Titanium Dioxide CI 77891, Iron Oxides CI 77491, Mica CI 77019, Red 7 Lake CI 15850, Yellow 5 Lake CI 19140, Red 27 Lake CI 45410, Red 30 Lake CI 73360, Blue 1 Lake CI 42090, Carmine CI 75470. *Contains natural Antioxidant Contains organic castor oil and Carnauba Wax ",416,"https://d3t32hsnjxo7q6.cloudfront.net/i/3a23201f66be485784f542c43a4b3569_ra,w158,h184_pa,w158,h184.jpg",DaLish Lip Cheek Balm,15.0,,http://makeup-api.herokuapp.com/api/v1/products/416.json,https://well.ca/products/dalish-lip-cheek-balm_98198.html?cat=1978,blush,2.3,"[Canadian, Natural]",2017-12-23 21:08:40.672,https://well.ca,180.18324006410808
Key Largo (Tropical Punch) ,#F9283D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/434/original/data?1514063324,cargo cosmetics,powder,2016-10-01 18:34:39.515,,"A favorite with make-up artists Cargo's blendable and easy to wear blush 
offers a stunning array of shades from ranging from delicate neutrals to
 vibrant corals and pinks. Cargo blush is created with a moist and sheer
 powder formulation that glides easily over the skin for a beautiful, 
natural flush. The silky smooth texture layers well for added intensity 
as desired.  The pro formulation also offers longwearing and stay true 
color. Generously packaged in Cargo's oversized signature tin allowing for 
easy access with professional brushes.  


Features:
Silky smooth texture that layer well for added intensity as desiredLongwearing and stay true colorGenerously packaged in Cargo's oversized signature tin allowing for easy access with professional brushesShade Range: Cargo Cosmetics Blush is one of our 10 Makeup Must Haves.  See the full list on The Well.  Ingredients: Talc, Zinc Stearate, Boron Nitride, Octyldodecyl Stearate, Octyldodecyl 
Stearoyl Stearate, Phenoxyethanol, Silica, Tocopheryl Acetate, Caprylyl 
Glycol, Carthamus Tinctorius Seed Oil, Sorbic Acid, Aloe Barbadensis 
Leaf Extract. May Contain (+/-): CI 77019 (Mica), CI 77891 
(Titanium Dioxide), CI 15850 (Red 7 Lake), CI 15850 (Red 6 Lake), CI 
15985 (Yellow 6 Lake), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides), 
CI 77492 (Iron Oxides), CI 77742 (Manganese Violet), CI 77007 
(Ultramarines).

",434,"https://d3t32hsnjxo7q6.cloudfront.net/i/b684853d1ee1ffd6125cdbb0308cb9c7_ra,w158,h184_pa,w158,h184.jpeg",Cargo Cosmetics Blush,26.0,,http://makeup-api.herokuapp.com/api/v1/products/434.json,https://well.ca/products/cargo-cosmetics-blush_87602.html,blush,4.8,[],2017-12-23 21:08:44.106,https://well.ca,182.8879438344693
Perfect Match,#8F4D3D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/923/original/open-uri20171224-4-13zuxu4?1514082646,nyx,,2017-12-24 02:28:46.474,USD,"Create natural-looking contours, sun-kissed cheeks and a gorgeous, lit-from-within glow with our new Cheek Contour Duos. Available in six silky shade combinations, each luxurious compact makes it easy to perfect your complexion on the go.",923,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb9e0511a/ProductImages/2016/Face/Cheek_Contour_Duo_Palette/800897012007_cheekcontourduopalette_doubledate_main.jpg?sw=390&sh=390&sm=fit,Cheek Contour Duo Palette,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/923.json,https://www.nyxcosmetics.com/cheek-contour-duo-palette/NYX_309.html?cgid=blush,blush,,[],2017-12-24 02:30:46.419,https://www.nyxcosmetics.com,185.6044180508643
Anna Red (400) ,#C32F3D,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/421/original/data?1514063321,anna sui,cream,2016-10-01 18:34:26.479,,This Anna Sui Cream Cheek Colour is an oil-based gel formula that blends colour into the skin while promoting radiance in the cheeks.  Its pore smoothing powder creates a soft focus effect that leaves skin looking smooth and poreless.Directions: Apply with the unique sponge by dabbing the colour onto your cheeks and blending.,421,"https://d3t32hsnjxo7q6.cloudfront.net/i/3fd71730443a4f57b798668c24d0ad19_ra,w158,h184_pa,w158,h184.jpg",Anna Sui Cream Cheek Colour,27.0,,http://makeup-api.herokuapp.com/api/v1/products/421.json,https://well.ca/products/anna-suicream-cheek-colour_115150.html,blush,,[],2017-12-23 21:08:41.639,https://well.ca,186.07794065928394
color 1,#7E554A,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/278/original/data?1514063324,pacifica,powder,2016-10-01 18:30:09.334,,"You will absolutely LOVE these Radiant Shimmer Coconut Multiples! Coconut infused multi-use creamy colors for cheeks, eyes, lips and even your body are housed in a magically decorated palette. Create shimmering highlights, glowing illumination and beautiful contours. Natural mineral makeup formula blends effortlessly and can be used sheer, layered or built-up for more drama. Go ahead and play all you want, these mineral makeup colors are full of skin-loving naturals.Includes 3 Shimmering Shades:Bronzed: Perfectly glowing sun-kissed color with golden shimmer shadowIsland Rose: shimmering, radiant dewy pink shadowMoonlit: Iridescent pale shades of moon-kissed shimmerFeatures:No animal testingGluten-free100% vegan and cruelty-freeFormulated without: Phthalates, parabens, carmine, beeswax, lanolin, mineral oils, propylene glycol, petroleum and FD& C colors (along with other nasties you do not want on your skin). Ingredients: Ethylhexyl Palmitate, Silica, Mica,  Caprylic/Capric Triglyceride,Helianthus Annuus (Sunflower) Seed Oil, Ozokerite, Copernicia Cerifera(Carnauba) Wax, Euphorbia Cerifera (Candelilla) Wax, Cetyl Palmitate, Carthamus Tinctorius (Safflower) Seedoil, Parfum (All Natural), Tocopheryl Acetate (Vitamin E), Macrocystis Pyrifera (Brown Kelp) Extract,Cocos Nucifera (Coconut) Fruit Extract, Tin Oxide. Titanium Dioxide Ci 77891, Iron Oxides Ci 77941",278,"https://d3t32hsnjxo7q6.cloudfront.net/i/4395f2c09aebd1b8d8f183168bc5d00f_ra,w158,h184_pa,w158,h184.jpeg",Pacifica Radiant Shimmer Highlighting Creams For Eyes Lips Face,28.0,,http://makeup-api.herokuapp.com/api/v1/products/278.json,https://well.ca/products/pacifica-radiant-shimmer_77804.html?cat=1977,blush,3.6,"[Gluten Free, Vegan, Natural]",2017-12-23 21:08:44.239,https://well.ca,187.43265457224896
Tulip,#DA1D71,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,188.70612072744223
11-Bella Rosa (Bright Raspberry Matte) ,#CD2254,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/435/original/open-uri20171223-4-1dbovcq?1514063324,milani,powder,2016-10-01 18:34:41.358,,"This silky blush with benefits can be used so many ways. It shapes, it contours, it highlights. Sunbaked on Italian terracotta tiles, it’s buildable from sheer to vibrant. Yes, it adds a cheeky pop of colour to your complexion. Radiance and warmth, too.Features:Multi-purpose: shapes, contours and highlights cheeksEasy to use for a perfect radiant finishMirror & brush applicator includedStreak-freeBuildable from sheer to vibrantApplication: Glide brush through color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow.Ingredients: Talc, Mica, Glyceryl Ethylhexanoate/Stearate/Adipate, Dimethicone, Octyldodecyl Stearoyl Stearate, Isopropyl Myristate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Sorbitan Stearate, Zea Mays (Corn) Starch, Lauroyl Lysine, Magnesium Aluminum Silicate, Cetearyl Ethylhexanoate, Sodium Dehydroacetate, Nylon-12, Imidazolidinyl Urea, Methylparaben, Silica, Ethylparaben, Propylparaben, Butylparaben, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491). +/- May Contain: Iron Oxide (CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Yellow 6 (CI 15985), Carmine (CI 75470), Ultramarines (CI 77007). Shade Range: ",435,"https://d3t32hsnjxo7q6.cloudfront.net/i/4ae353dcae46e9b97c4915566fc9190a_ra,w158,h184_pa,w158,h184.png",Milani Baked Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/435.json,https://well.ca/products/milani-baked-blush_32703.html,blush,4.7,[],2017-12-23 21:08:44.433,https://well.ca,189.70766985021982
Pink in Motion,#C82062,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/771/original/data?1514072603,clinique,,2017-12-23 16:36:59.707,USD,It’s like a post-workout glow without the workout. Sheer gel adds a healthy-looking touch of colour to lips and cheeks. Fade resistant. Oil-free.,771,https://www.clinique.com/media/export/cms/products/181x209/clq_K5GX01_181x209.png,CliniqueFIT™  Lip + Cheek Flush,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/771.json,https://www.clinique.com/product/1593/50978/makeup/blushers/cliniquefittm-lip-cheek-flush,blush,,[],2017-12-23 23:43:23.354,https://www.clinique.com,191.07590114925534
Red Cheeks,#FF1850,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/920/original/open-uri20171224-4-11ndp61?1514082635,nyx,,2017-12-24 02:28:39.285,USD,More delicious than peaches and cream? We like to think so. Our velvety smooth mineral Rouge Cream Blush offers a sheer wash of radiant color. The glorious payoff is dewy sultry and long-lasting.,920,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw91979480/ProductImages/Face/Rouge_Cream_Blush/rougecreamblush_main.jpg?sw=390&sh=390&sm=fit,Rouge Cream Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/920.json,https://www.nyxcosmetics.com/rouge-cream-blush/NYX_010.html?cgid=blush,blush,,[],2017-12-24 02:30:35.745,https://www.nyxcosmetics.com,193.56910910576616
,#BC2F28,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/772/original/data?1514072606,clinique,,2017-12-23 16:36:59.931,,,772,https://www.clinique.com/media/export/cms/products/181x209/clq_ZKJM01_181x209.png,Clinique Pop&trade; Oil Lip & Cheek Glow,,,http://makeup-api.herokuapp.com/api/v1/products/772.json,https://www.clinique.com/product/1593/40007/makeup/blushers/clinique-pop-oil-lip-cheek-glow,blush,,[],2017-12-23 23:43:27.021,https://www.clinique.com,195.72174125528312
Pink Poppy,#D81758,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,197.0862755241978
Cheek On Cheek,#7A4C32,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/923/original/open-uri20171224-4-13zuxu4?1514082646,nyx,,2017-12-24 02:28:46.474,USD,"Create natural-looking contours, sun-kissed cheeks and a gorgeous, lit-from-within glow with our new Cheek Contour Duos. Available in six silky shade combinations, each luxurious compact makes it easy to perfect your complexion on the go.",923,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb9e0511a/ProductImages/2016/Face/Cheek_Contour_Duo_Palette/800897012007_cheekcontourduopalette_doubledate_main.jpg?sw=390&sh=390&sm=fit,Cheek Contour Duo Palette,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/923.json,https://www.nyxcosmetics.com/cheek-contour-duo-palette/NYX_309.html?cgid=blush,blush,,[],2017-12-24 02:30:46.419,https://www.nyxcosmetics.com,203.0320171795572
Magnolia,#CF0E61,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,206.64946164943183
Dark Cloud,#B8135F,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/881/original/open-uri20171224-4-xaiokt?1514082636,nyx,,2017-12-24 02:27:11.306,USD,"Indulge your cravings with our Whipped Lip & Cheek Soufflé. Our two-in-one mousse can be used to precisely line lips and on the apples of your cheeks for a soft, natural flush. Achieve a delicious wash of color with a matte finish using this creamy and multipurpose formula.",881,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwcffa1f2c/ProductImages/Lips/Whipped_Lip_And_Cheek_Souffle/whippedlipandcheeksouffle_main.jpg?sw=390&sh=390&sm=fit,Whipped Lip & Cheek Soufflé,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/881.json,https://www.nyxcosmetics.com/whipped-lip-and-cheek-souffle/NYX_233.html?cgid=blush,blush,,[],2017-12-24 02:30:36.924,https://www.nyxcosmetics.com,208.68636754709206
Hibiscus (Cool) ,#8b2d46,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/445/original/data?1514063325,pure anada,powder,2016-10-01 18:34:55.831,,"Impart a healthy glow, with a Pure Anada luminous mineral blush!Learn how to make your own custom lip balm using your favourite shade with our easy DIY Lip Balm recipe on our blog, The Well!Shade Range: Ingredients: Mica,  Iron Oxides, Ultramarines, May contain: Titanium Dioxide",445,"https://d3t32hsnjxo7q6.cloudfront.net/i/187a238fb2afe03f3f7d0133305d845a_ra,w158,h184_pa,w158,h184.jpg",Pure Anada Loose Mineral Luminous Blush,12.0,,http://makeup-api.herokuapp.com/api/v1/products/445.json,https://well.ca/products/pure-anada-loose-mineral-luminous_93630.html,blush,4.0,"[Canadian, Natural]",2017-12-23 21:08:45.969,https://well.ca,210.2997860198626
